Month,Sales,Account,business_unit,Currency,Year,Scenario
Oct,87853084,Sales,Software,USD,2016,Actuals
Sep,87844733,Sales,Software,USD,2016,Actuals
Apr,63610791,Sales,Software,USD,2016,Actuals
Aug,98454552,Sales,Software,USD,2016,Actuals
Dec,-40435685,Cost of Goods Sold,Software,USD,2016,Actuals
Feb,-36699482,Cost of Goods Sold,Software,USD,2016,Actuals
Jan,-38152005,Cost of Goods Sold,Software,USD,2016,Actuals
Jul,-44836102,Cost of Goods Sold,Software,USD,2016,Actuals
Jun,-39539223,Cost of Goods Sold,Software,USD,2016,Actuals
Mar,-26110465,Cost of Goods Sold,Software,USD,2016,Actuals
May,-40139858,Cost of Goods Sold,Software,USD,2016,Actuals
Nov,-22047375,Cost of Goods Sold,Software,USD,2016,Actuals
Oct,-39579231,Cost of Goods Sold,Software,USD,2016,Actuals
Sep,-41450728,Cost of Goods Sold,Software,USD,2016,Actuals
Apr,-26145811,Cost of Goods Sold,Software,USD,2016,Actuals
Aug,-40988911,Cost of Goods Sold,Software,USD,2016,Actuals
Dec,-3526159,Commissions Expense,Software,USD,2016,Actuals
Feb,-3367712,Commissions Expense,Software,USD,2016,Actuals
Jan,-3341830,Commissions Expense,Software,USD,2016,Actuals
Jul,-4606371,Commissions Expense,Software,USD,2016,Actuals
Jun,-4445902,Commissions Expense,Software,USD,2016,Actuals
Mar,-3012406,Commissions Expense,Software,USD,2016,Actuals
May,-3678680,Commissions Expense,Software,USD,2016,Actuals
Nov,-2189989,Commissions Expense,Software,USD,2016,Actuals
Oct,-3623312,Commissions Expense,Software,USD,2016,Actuals
Sep,-3909828,Commissions Expense,Software,USD,2016,Actuals
Apr,-2916215,Commissions Expense,Software,USD,2016,Actuals
Aug,-4440472,Commissions Expense,Software,USD,2016,Actuals
Dec,-9147690,Payroll Expense,Software,USD,2016,Actuals
Feb,-9786168,Payroll Expense,Software,USD,2016,Actuals
Jan,-8921600,Payroll Expense,Software,USD,2016,Actuals
Jul,-9844151,Payroll Expense,Software,USD,2016,Actuals
Jun,-9459380,Payroll Expense,Software,USD,2016,Actuals
Mar,-7486614,Payroll Expense,Software,USD,2016,Actuals
May,-9181290,Payroll Expense,Software,USD,2016,Actuals
Nov,-6122880,Payroll Expense,Software,USD,2016,Actuals
Oct,-10596859,Payroll Expense,Software,USD,2016,Actuals
Sep,-9392546,Payroll Expense,Software,USD,2016,Actuals
Apr,-7556025,Payroll Expense,Software,USD,2016,Actuals
Aug,-11206389,Payroll Expense,Software,USD,2016,Actuals
Dec,-958050,Travel & Entertainment Expense,Software,USD,2016,Actuals
Feb,-966024,Travel & Entertainment Expense,Software,USD,2016,Actuals
Jan,-818929,Travel & Entertainment Expense,Software,USD,2016,Actuals
Jul,-1062404,Travel & Entertainment Expense,Software,USD,2016,Actuals
Jun,-942468,Travel & Entertainment Expense,Software,USD,2016,Actuals
Mar,-654648,Travel & Entertainment Expense,Software,USD,2016,Actuals
May,-946095,Travel & Entertainment Expense,Software,USD,2016,Actuals
Nov,-587646,Travel & Entertainment Expense,Software,USD,2016,Actuals
Oct,-1038774,Travel & Entertainment Expense,Software,USD,2016,Actuals
Sep,-1051917,Travel & Entertainment Expense,Software,USD,2016,Actuals
Apr,-664349,Travel & Entertainment Expense,Software,USD,2016,Actuals
Aug,-1074006,Travel & Entertainment Expense,Software,USD,2016,Actuals
Dec,-3982432,R&D Expense,Software,USD,2016,Actuals
Feb,-4113810,R&D Expense,Software,USD,2016,Actuals
Jan,-3683094,R&D Expense,Software,USD,2016,Actuals
Jul,-4437334,R&D Expense,Software,USD,2016,Actuals
Jun,-3623041,R&D Expense,Software,USD,2016,Actuals
Mar,-2921017,R&D Expense,Software,USD,2016,Actuals
May,-4130479,R&D Expense,Software,USD,2016,Actuals
Nov,-2334662,R&D Expense,Software,USD,2016,Actuals
Oct,-3581303,R&D Expense,Software,USD,2016,Actuals
Sep,-3983309,R&D Expense,Software,USD,2016,Actuals
Apr,-2963375,R&D Expense,Software,USD,2016,Actuals
Aug,-4585982,R&D Expense,Software,USD,2016,Actuals
Dec,-4598465,Consulting Expense,Software,USD,2016,Actuals
Feb,-4809923,Consulting Expense,Software,USD,2016,Actuals
Jan,-4657393,Consulting Expense,Software,USD,2016,Actuals
Jul,-6015899,Consulting Expense,Software,USD,2016,Actuals
Jun,-4861754,Consulting Expense,Software,USD,2016,Actuals
Mar,-3513189,Consulting Expense,Software,USD,2016,Actuals
May,-4709694,Consulting Expense,Software,USD,2016,Actuals
Nov,-3081661,Consulting Expense,Software,USD,2016,Actuals
Oct,-4476716,Consulting Expense,Software,USD,2016,Actuals
Sep,-4995099,Consulting Expense,Software,USD,2016,Actuals
Apr,-3762203,Consulting Expense,Software,USD,2016,Actuals
Aug,-6024947,Consulting Expense,Software,USD,2016,Actuals
Dec,-7372199,Software/Hardware Expense,Software,USD,2016,Actuals
Feb,-6811558,Software/Hardware Expense,Software,USD,2016,Actuals
Jan,-6635711,Software/Hardware Expense,Software,USD,2016,Actuals
Jul,-7271478,Software/Hardware Expense,Software,USD,2016,Actuals
Jun,-7226569,Software/Hardware Expense,Software,USD,2016,Actuals
Mar,-5169120,Software/Hardware Expense,Software,USD,2016,Actuals
May,-6428260,Software/Hardware Expense,Software,USD,2016,Actuals
Nov,-4150345,Software/Hardware Expense,Software,USD,2016,Actuals
Oct,-7315956,Software/Hardware Expense,Software,USD,2016,Actuals
Sep,-7651080,Software/Hardware Expense,Software,USD,2016,Actuals
Apr,-4461078,Software/Hardware Expense,Software,USD,2016,Actuals
Aug,-7234272,Software/Hardware Expense,Software,USD,2016,Actuals
Dec,-2026172,Marketing Expense,Software,USD,2016,Actuals
Feb,-1870382,Marketing Expense,Software,USD,2016,Actuals
Jan,-1704389,Marketing Expense,Software,USD,2016,Actuals
Jul,-2355911,Marketing Expense,Software,USD,2016,Actuals
Jun,-1853220,Marketing Expense,Software,USD,2016,Actuals
Mar,-1528250,Marketing Expense,Software,USD,2016,Actuals
May,-1910352,Marketing Expense,Software,USD,2016,Actuals
Nov,-1244194,Marketing Expense,Software,USD,2016,Actuals
Oct,-2153880,Marketing Expense,Software,USD,2016,Actuals
Sep,-1806635,Marketing Expense,Software,USD,2016,Actuals
Apr,-1331140,Marketing Expense,Software,USD,2016,Actuals
Aug,-2020196,Marketing Expense,Software,USD,2016,Actuals
Dec,18634115.72,Sales,Advertising,USD,2016,Actuals
Feb,18383533.52,Sales,Advertising,USD,2016,Actuals
Jan,20413970.75,Sales,Advertising,USD,2016,Actuals
Jul,26101132.74,Sales,Advertising,USD,2016,Actuals
Jun,26252064.98,Sales,Advertising,USD,2016,Actuals
Mar,15492424.25,Sales,Advertising,USD,2016,Actuals
May,17242812.2,Sales,Advertising,USD,2016,Actuals
Nov,12843003.75,Sales,Advertising,USD,2016,Actuals
Oct,24598863.52,Sales,Advertising,USD,2016,Actuals
Sep,23718077.91,Sales,Advertising,USD,2016,Actuals
Apr,16538805.66,Sales,Advertising,USD,2016,Actuals
Aug,26582729.04,Sales,Advertising,USD,2016,Actuals
Dec,-8918973,Cost of Goods Sold,Advertising,USD,2016,Actuals
Feb,-8516858,Cost of Goods Sold,Advertising,USD,2016,Actuals
Jan,-8524021,Cost of Goods Sold,Advertising,USD,2016,Actuals
Jul,-12071942,Cost of Goods Sold,Advertising,USD,2016,Actuals
Jun,-12755210,Cost of Goods Sold,Advertising,USD,2016,Actuals
Mar,-6701327,Cost of Goods Sold,Advertising,USD,2016,Actuals
May,-8514600,Cost of Goods Sold,Advertising,USD,2016,Actuals
Nov,-6080186,Cost of Goods Sold,Advertising,USD,2016,Actuals
Oct,-11272305,Cost of Goods Sold,Advertising,USD,2016,Actuals
Sep,-10492468,Cost of Goods Sold,Advertising,USD,2016,Actuals
Apr,-8243024,Cost of Goods Sold,Advertising,USD,2016,Actuals
Aug,-12906190,Cost of Goods Sold,Advertising,USD,2016,Actuals
Dec,-754854,Commissions Expense,Advertising,USD,2016,Actuals
Feb,-887985,Commissions Expense,Advertising,USD,2016,Actuals
Jan,-941449,Commissions Expense,Advertising,USD,2016,Actuals
Jul,-1236047,Commissions Expense,Advertising,USD,2016,Actuals
Jun,-1110078,Commissions Expense,Advertising,USD,2016,Actuals
Mar,-710304,Commissions Expense,Advertising,USD,2016,Actuals
May,-802703,Commissions Expense,Advertising,USD,2016,Actuals
Nov,-634536,Commissions Expense,Advertising,USD,2016,Actuals
Oct,-1060656,Commissions Expense,Advertising,USD,2016,Actuals
Sep,-999276,Commissions Expense,Advertising,USD,2016,Actuals
Apr,-703199,Commissions Expense,Advertising,USD,2016,Actuals
Aug,-1269614,Commissions Expense,Advertising,USD,2016,Actuals
Dec,-2142808,Payroll Expense,Advertising,USD,2016,Actuals
Feb,-2115231,Payroll Expense,Advertising,USD,2016,Actuals
Jan,-2536097,Payroll Expense,Advertising,USD,2016,Actuals
Jul,-2803819,Payroll Expense,Advertising,USD,2016,Actuals
Jun,-3062612,Payroll Expense,Advertising,USD,2016,Actuals
Mar,-1737031,Payroll Expense,Advertising,USD,2016,Actuals
May,-1880938,Payroll Expense,Advertising,USD,2016,Actuals
Nov,-1439108,Payroll Expense,Advertising,USD,2016,Actuals
Oct,-2469520,Payroll Expense,Advertising,USD,2016,Actuals
Sep,-2631419,Payroll Expense,Advertising,USD,2016,Actuals
Apr,-1784309,Payroll Expense,Advertising,USD,2016,Actuals
Aug,-2677425,Payroll Expense,Advertising,USD,2016,Actuals
Dec,-226382,Travel & Entertainment Expense,Advertising,USD,2016,Actuals
Feb,-194814,Travel & Entertainment Expense,Advertising,USD,2016,Actuals
Jan,-205336,Travel & Entertainment Expense,Advertising,USD,2016,Actuals
Jul,-280179,Travel & Entertainment Expense,Advertising,USD,2016,Actuals
Jun,-284932,Travel & Entertainment Expense,Advertising,USD,2016,Actuals
Mar,-193218,Travel & Entertainment Expense,Advertising,USD,2016,Actuals
May,-189826,Travel & Entertainment Expense,Advertising,USD,2016,Actuals
Nov,-142198,Travel & Entertainment Expense,Advertising,USD,2016,Actuals
Oct,-296625,Travel & Entertainment Expense,Advertising,USD,2016,Actuals
Sep,-285374,Travel & Entertainment Expense,Advertising,USD,2016,Actuals
Apr,-183673,Travel & Entertainment Expense,Advertising,USD,2016,Actuals
Aug,-311287,Travel & Entertainment Expense,Advertising,USD,2016,Actuals
Dec,-887310,R&D Expense,Advertising,USD,2016,Actuals
Feb,-905765,R&D Expense,Advertising,USD,2016,Actuals
Jan,-851979,R&D Expense,Advertising,USD,2016,Actuals
Jul,-1084014,R&D Expense,Advertising,USD,2016,Actuals
Jun,-1110337,R&D Expense,Advertising,USD,2016,Actuals
Mar,-710782,R&D Expense,Advertising,USD,2016,Actuals
May,-798120,R&D Expense,Advertising,USD,2016,Actuals
Nov,-526140,R&D Expense,Advertising,USD,2016,Actuals
Oct,-1130889,R&D Expense,Advertising,USD,2016,Actuals
Sep,-1026824,R&D Expense,Advertising,USD,2016,Actuals
Apr,-775323,R&D Expense,Advertising,USD,2016,Actuals
Aug,-1222396,R&D Expense,Advertising,USD,2016,Actuals
Dec,-1163422,Consulting Expense,Advertising,USD,2016,Actuals
Feb,-1088760,Consulting Expense,Advertising,USD,2016,Actuals
Jan,-1231645,Consulting Expense,Advertising,USD,2016,Actuals
Jul,-1380862,Consulting Expense,Advertising,USD,2016,Actuals
Jun,-1490618,Consulting Expense,Advertising,USD,2016,Actuals
Mar,-892572,Consulting Expense,Advertising,USD,2016,Actuals
May,-1048111,Consulting Expense,Advertising,USD,2016,Actuals
Nov,-724095,Consulting Expense,Advertising,USD,2016,Actuals
Oct,-1289535,Consulting Expense,Advertising,USD,2016,Actuals
Sep,-1466230,Consulting Expense,Advertising,USD,2016,Actuals
Apr,-1033128,Consulting Expense,Advertising,USD,2016,Actuals
Aug,-1524075,Consulting Expense,Advertising,USD,2016,Actuals
Dec,-1464640,Software/Hardware Expense,Advertising,USD,2016,Actuals
Feb,-1456013,Software/Hardware Expense,Advertising,USD,2016,Actuals
Jan,-1760584,Software/Hardware Expense,Advertising,USD,2016,Actuals
Jul,-1986127,Software/Hardware Expense,Advertising,USD,2016,Actuals
Jun,-2265055,Software/Hardware Expense,Advertising,USD,2016,Actuals
Mar,-1085771,Software/Hardware Expense,Advertising,USD,2016,Actuals
May,-1406326,Software/Hardware Expense,Advertising,USD,2016,Actuals
Nov,-1083014,Software/Hardware Expense,Advertising,USD,2016,Actuals
Oct,-1966531,Software/Hardware Expense,Advertising,USD,2016,Actuals
Sep,-1996836,Software/Hardware Expense,Advertising,USD,2016,Actuals
Apr,-1337440,Software/Hardware Expense,Advertising,USD,2016,Actuals
Aug,-2165067,Software/Hardware Expense,Advertising,USD,2016,Actuals
Dec,-390316,Marketing Expense,Advertising,USD,2016,Actuals
Feb,-439530,Marketing Expense,Advertising,USD,2016,Actuals
Jan,-487605,Marketing Expense,Advertising,USD,2016,Actuals
Jul,-645238,Marketing Expense,Advertising,USD,2016,Actuals
Jun,-593597,Marketing Expense,Advertising,USD,2016,Actuals
Mar,-319530,Marketing Expense,Advertising,USD,2016,Actuals
May,-365704,Marketing Expense,Advertising,USD,2016,Actuals
Nov,-271335,Marketing Expense,Advertising,USD,2016,Actuals
Oct,-492524,Marketing Expense,Advertising,USD,2016,Actuals
Sep,-508124,Marketing Expense,Advertising,USD,2016,Actuals
Apr,-366239,Marketing Expense,Advertising,USD,2016,Actuals
Aug,-588468,Marketing Expense,Advertising,USD,2016,Actuals
Dec,32186199.88,Sales,Hardware,USD,2016,Actuals
Feb,30082145.76,Sales,Hardware,USD,2016,Actuals
Jan,31845794.37,Sales,Hardware,USD,2016,Actuals
Jul,35768218.94,Sales,Hardware,USD,2016,Actuals
Jun,28967795.84,Sales,Hardware,USD,2016,Actuals
Mar,18590909.1,Sales,Hardware,USD,2016,Actuals
May,31899202.57,Sales,Hardware,USD,2016,Actuals
Nov,16952764.95,Sales,Hardware,USD,2016,Actuals
Oct,29870048.56,Sales,Hardware,USD,2016,Actuals
Sep,27231867.23,Sales,Hardware,USD,2016,Actuals
Apr,19719345.21,Sales,Hardware,USD,2016,Actuals
Aug,34459093.2,Sales,Hardware,USD,2016,Actuals
Dec,-13748549,Cost of Goods Sold,Hardware,USD,2016,Actuals
Feb,-12724470,Cost of Goods Sold,Hardware,USD,2016,Actuals
Jan,-13200712,Cost of Goods Sold,Hardware,USD,2016,Actuals
Jul,-14967747,Cost of Goods Sold,Hardware,USD,2016,Actuals
Jun,-12486225,Cost of Goods Sold,Hardware,USD,2016,Actuals
Mar,-8005672,Cost of Goods Sold,Hardware,USD,2016,Actuals
May,-13789811,Cost of Goods Sold,Hardware,USD,2016,Actuals
Nov,-7089539,Cost of Goods Sold,Hardware,USD,2016,Actuals
Oct,-14070961,Cost of Goods Sold,Hardware,USD,2016,Actuals
Sep,-13336587,Cost of Goods Sold,Hardware,USD,2016,Actuals
Apr,-8313897,Cost of Goods Sold,Hardware,USD,2016,Actuals
Aug,-16272271,Cost of Goods Sold,Hardware,USD,2016,Actuals
Dec,-1489139,Commissions Expense,Hardware,USD,2016,Actuals
Feb,-1379467,Commissions Expense,Hardware,USD,2016,Actuals
Jan,-1382258,Commissions Expense,Hardware,USD,2016,Actuals
Jul,-1478432,Commissions Expense,Hardware,USD,2016,Actuals
Jun,-1190803,Commissions Expense,Hardware,USD,2016,Actuals
Mar,-909010,Commissions Expense,Hardware,USD,2016,Actuals
May,-1385535,Commissions Expense,Hardware,USD,2016,Actuals
Nov,-716994,Commissions Expense,Hardware,USD,2016,Actuals
Oct,-1318334,Commissions Expense,Hardware,USD,2016,Actuals
Sep,-1319597,Commissions Expense,Hardware,USD,2016,Actuals
Apr,-890247,Commissions Expense,Hardware,USD,2016,Actuals
Aug,-1441730,Commissions Expense,Hardware,USD,2016,Actuals
Dec,-3711354,Payroll Expense,Hardware,USD,2016,Actuals
Feb,-3352789,Payroll Expense,Hardware,USD,2016,Actuals
Jan,-3529710,Payroll Expense,Hardware,USD,2016,Actuals
Jul,-4456741,Payroll Expense,Hardware,USD,2016,Actuals
Jun,-3360650,Payroll Expense,Hardware,USD,2016,Actuals
Mar,-2066872,Payroll Expense,Hardware,USD,2016,Actuals
May,-3900848,Payroll Expense,Hardware,USD,2016,Actuals
Nov,-1933137,Payroll Expense,Hardware,USD,2016,Actuals
Oct,-3047539,Payroll Expense,Hardware,USD,2016,Actuals
Sep,-2924927,Payroll Expense,Hardware,USD,2016,Actuals
Apr,-2137102,Payroll Expense,Hardware,USD,2016,Actuals
Aug,-4184978,Payroll Expense,Hardware,USD,2016,Actuals
Dec,-397272,Travel & Entertainment Expense,Hardware,USD,2016,Actuals
Feb,-355602,Travel & Entertainment Expense,Hardware,USD,2016,Actuals
Jan,-360600,Travel & Entertainment Expense,Hardware,USD,2016,Actuals
Jul,-416340,Travel & Entertainment Expense,Hardware,USD,2016,Actuals
Jun,-318347,Travel & Entertainment Expense,Hardware,USD,2016,Actuals
Mar,-225838,Travel & Entertainment Expense,Hardware,USD,2016,Actuals
May,-385660,Travel & Entertainment Expense,Hardware,USD,2016,Actuals
Nov,-205616,Travel & Entertainment Expense,Hardware,USD,2016,Actuals
Oct,-339599,Travel & Entertainment Expense,Hardware,USD,2016,Actuals
Sep,-319634,Travel & Entertainment Expense,Hardware,USD,2016,Actuals
Apr,-214931,Travel & Entertainment Expense,Hardware,USD,2016,Actuals
Aug,-345090,Travel & Entertainment Expense,Hardware,USD,2016,Actuals
Dec,-1349035,R&D Expense,Hardware,USD,2016,Actuals
Feb,-1354372,R&D Expense,Hardware,USD,2016,Actuals
Jan,-1448404,R&D Expense,Hardware,USD,2016,Actuals
Jul,-1479244,R&D Expense,Hardware,USD,2016,Actuals
Jun,-1175987,R&D Expense,Hardware,USD,2016,Actuals
Mar,-843964,R&D Expense,Hardware,USD,2016,Actuals
May,-1336026,R&D Expense,Hardware,USD,2016,Actuals
Nov,-821928,R&D Expense,Hardware,USD,2016,Actuals
Oct,-1471727,R&D Expense,Hardware,USD,2016,Actuals
Sep,-1131760,R&D Expense,Hardware,USD,2016,Actuals
Apr,-793282,R&D Expense,Hardware,USD,2016,Actuals
Aug,-1546344,R&D Expense,Hardware,USD,2016,Actuals
Dec,-1919097,Consulting Expense,Hardware,USD,2016,Actuals
Feb,-1786593,Consulting Expense,Hardware,USD,2016,Actuals
Jan,-1648622,Consulting Expense,Hardware,USD,2016,Actuals
Jul,-1997676,Consulting Expense,Hardware,USD,2016,Actuals
Jun,-1649632,Consulting Expense,Hardware,USD,2016,Actuals
Mar,-1136110,Consulting Expense,Hardware,USD,2016,Actuals
May,-1938602,Consulting Expense,Hardware,USD,2016,Actuals
Nov,-985271,Consulting Expense,Hardware,USD,2016,Actuals
Oct,-1584186,Consulting Expense,Hardware,USD,2016,Actuals
Sep,-1516483,Consulting Expense,Hardware,USD,2016,Actuals
Apr,-1080438,Consulting Expense,Hardware,USD,2016,Actuals
Aug,-2104863,Consulting Expense,Hardware,USD,2016,Actuals
Dec,-2665088,Software/Hardware Expense,Hardware,USD,2016,Actuals
Feb,-2423602,Software/Hardware Expense,Hardware,USD,2016,Actuals
Jan,-2309056,Software/Hardware Expense,Hardware,USD,2016,Actuals
Jul,-2704842,Software/Hardware Expense,Hardware,USD,2016,Actuals
Jun,-2034072,Software/Hardware Expense,Hardware,USD,2016,Actuals
Mar,-1559611,Software/Hardware Expense,Hardware,USD,2016,Actuals
May,-2723160,Software/Hardware Expense,Hardware,USD,2016,Actuals
Nov,-1466294,Software/Hardware Expense,Hardware,USD,2016,Actuals
Oct,-2327951,Software/Hardware Expense,Hardware,USD,2016,Actuals
Sep,-2243456,Software/Hardware Expense,Hardware,USD,2016,Actuals
Apr,-1703087,Software/Hardware Expense,Hardware,USD,2016,Actuals
Aug,-2801318,Software/Hardware Expense,Hardware,USD,2016,Actuals
Dec,-692029,Marketing Expense,Hardware,USD,2016,Actuals
Feb,-643670,Marketing Expense,Hardware,USD,2016,Actuals
Jan,-741378,Marketing Expense,Hardware,USD,2016,Actuals
Jul,-893758,Marketing Expense,Hardware,USD,2016,Actuals
Jun,-614784,Marketing Expense,Hardware,USD,2016,Actuals
Mar,-387401,Marketing Expense,Hardware,USD,2016,Actuals
May,-741907,Marketing Expense,Hardware,USD,2016,Actuals
Nov,-417847,Marketing Expense,Hardware,USD,2016,Actuals
Oct,-643339,Marketing Expense,Hardware,USD,2016,Actuals
Sep,-553098,Marketing Expense,Hardware,USD,2016,Actuals
Apr,-424256,Marketing Expense,Hardware,USD,2016,Actuals
Aug,-799193,Marketing Expense,Hardware,USD,2016,Actuals
Dec,99732691,Sales,Software,USD,2017,Actuals
Feb,64091321,Sales,Software,USD,2017,Actuals
Jan,90594765,Sales,Software,USD,2017,Actuals
Jul,97015607,Sales,Software,USD,2017,Actuals
Jun,89637185,Sales,Software,USD,2017,Actuals
Mar,90832224,Sales,Software,USD,2017,Actuals
May,61790341,Sales,Software,USD,2017,Actuals
Nov,74155238,Sales,Software,USD,2017,Actuals
Oct,56762897,Sales,Software,USD,2017,Actuals
Sep,93873947,Sales,Software,USD,2017,Actuals
Apr,90566899,Sales,Software,USD,2017,Actuals
Aug,57860421,Sales,Software,USD,2017,Actuals
Dec,-40232513,Cost of Goods Sold,Software,USD,2017,Actuals
Feb,-30670039,Cost of Goods Sold,Software,USD,2017,Actuals
Jan,-39951806,Cost of Goods Sold,Software,USD,2017,Actuals
Jul,-47268030,Cost of Goods Sold,Software,USD,2017,Actuals
Jun,-42444634,Cost of Goods Sold,Software,USD,2017,Actuals
Mar,-38962942,Cost of Goods Sold,Software,USD,2017,Actuals
May,-30894645,Cost of Goods Sold,Software,USD,2017,Actuals
Nov,-33578994,Cost of Goods Sold,Software,USD,2017,Actuals
Oct,-26532237,Cost of Goods Sold,Software,USD,2017,Actuals
Sep,-42405906,Cost of Goods Sold,Software,USD,2017,Actuals
Apr,-38993954,Cost of Goods Sold,Software,USD,2017,Actuals
Aug,-25201882,Cost of Goods Sold,Software,USD,2017,Actuals
Dec,-4346873,Commissions Expense,Software,USD,2017,Actuals
Feb,-3202859,Commissions Expense,Software,USD,2017,Actuals
Jan,-4200214,Commissions Expense,Software,USD,2017,Actuals
Jul,-4168148,Commissions Expense,Software,USD,2017,Actuals
